,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,Reuters,Japan's Mizuho reports ATM glitch in latest tech trouble - Reuters,"Mizuho Financial Group's <a href=""https://www.reuters.com/companies/8411.T"" target=""_blank"">(8411.T)</a> main banking unit said its automated teller machines (ATMs) in some parts of Japan were hit by a system glitch on Monday.",https://www.reuters.com/world/asia-pacific/japans-mizuho-reports-atm-glitch-latest-tech-trouble-2021-08-23/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=50,2021-08-23T07:02:00Z,"TOKYO, Aug 23 (Reuters) - Mizuho Financial Group's (8411.T) main banking unit said its automated teller machines (ATMs) in some parts of Japan were hit by a system glitch on Monday.
The problem foll… [+370 chars]",reuters,Reuters
1,Reuters,Qatar's Commercial Bank raises $875 mln loan - Reuters,"Qatar's Commercial Bank <a href=""https://www.reuters.com/companies/COMB.QA"" target=""_blank"">(COMB.QA)</a> has borrowed $875 million to refinance existing debt and support general funding requirements, it said in a stock exchange filing on Monday.",https://www.reuters.com/world/middle-east/qatars-commercial-bank-raises-875-mln-loan-2021-08-23/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=50,2021-08-23T06:06:00Z,"DUBAI, Aug 23 (Reuters) - Qatar's Commercial Bank (COMB.QA) has borrowed $875 million to refinance existing debt and support general funding requirements, it said in a stock exchange filing on Monday… [+350 chars]",reuters,Reuters
2,Aniruddha Ghosh,Wall Street analysts bet on Robinhood's potential to add users - Reuters,"Wall Street analysts on Monday took a largely upbeat view on Robinhood Markets Inc in their first ratings on the stock as they bet on the online brokerage's ability to boost its user base, days after it warned of easing retail trading frenzy.",https://www.reuters.com/article/robinhood-research-idUSL4N2PU2SQ,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-23T17:32:00Z,Aug 23 (Reuters) - Wall Street analysts on Monday took a largely upbeat view on Robinhood Markets Inc in their first ratings on the stock as they bet on the online brokerages ability to boost its use… [+1849 chars],reuters,Reuters
3,Aniruddha Ghosh,Wall Street analysts bet on Robinhood's potential to add users - Reuters,"Wall Street analysts on Monday took a largely upbeat view on Robinhood Markets Inc <a href=""https://www.reuters.com/companies/HOOD.O"" target=""_blank"">(HOOD.O)</a> in their first ratings on the stock as they bet on the online brokerage's ability to boost its u…",https://www.reuters.com/business/finance/wall-street-analysts-bet-robinhoods-potential-add-users-2021-08-23/,https://www.reuters.com/resizer/CqkTyN0cHsDk3AhMYwpYFa_1mXA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/PSMEKN4PAJNW3LTPBEPEWBM4B4.jpg,2021-08-23T17:47:00Z,"The logo of Robinhood Markets, Inc. is seen at a pop-up event on Wall Street after the company's IPO in New York City, U.S., July 29, 2021. REUTERS/Andrew Kelly/File PhotoAug 23 (Reuters) - Wall Stre… [+2119 chars]",reuters,Reuters
4,Arundhati Dutta,"EMERGING MARKETS-S. Korea's won leads Asia FX gains, Taiwan stocks jump 2% - Reuters",* Thai stocks hit highest in a month * Philippine c.bank says no drastic change in monetary policy * Bank of Korea rate decision this week eyed By Arundhati Dutta Aug 23 (Reuters) - The South Korean won led gains among emerging Asian currencies on Monday ahea…,https://www.reuters.com/article/emerging-markets-asia-idUSL1N2PU09N,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-23T05:22:00Z,"* Thai stocks hit highest in a month
 * Philippine c.bank says no drastic change in monetary
policy
 * Bank of Korea rate decision this week eyed
By Arundhati Dutta
 Aug 23 (Reuters) - The South… [+3105 chars]",reuters,Reuters
