,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,https://www.facebook.com/bbcnews,Cryptocurrency heist hacker returns $260m in funds,The hacker behind the $600m Poly Network cryptocurrency heist has posted a Q&A on the blockchain.,https://www.bbc.co.uk/news/business-58180692,https://ichef.bbci.co.uk/news/1024/branded_news/10F22/production/_119901496_hacking1.jpg,2021-08-11T23:10:49Z,"By Mary-Ann RussonBusiness reporter, BBC News
The hacker behind one of the largest ever cryptocurrency heists ever has returned almost half of the $600m (£433m) stolen assets.
Yesterday, blockchain… [+5117 chars]",bbc-news,BBC News
