,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,Reuters,"Facebook, Amazon seek U.S. approval to operate undersea data cable - Reuters","Facebook Inc <a href=""https://www.reuters.com/companies/FB.O"" target=""_blank"">(FB.O)</a> and Amazon.com Inc <a href=""https://www.reuters.com/companies/AMZN.O"" target=""_blank"">(AMZN.O)</a> have asked the U.S. government for approval to operate a new undersea d…",https://www.reuters.com/technology/facebook-amazon-seek-us-approval-operate-undersea-data-cable-2021-08-13/,https://www.reuters.com/resizer/XCpkxfaB7gI_nCBzZxaOeMVFymc=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/2OGXZ653EROXRGMYI5WJSG4IAE.jpg,2021-08-13T16:51:00Z,"WASHINGTON, Aug 13 (Reuters) - Facebook Inc (FB.O) and Amazon.com Inc (AMZN.O) have asked the U.S. government for approval to operate a new undersea data cable between the Philippines and California … [+661 chars]",reuters,Reuters
1,Reuters,Tunisian president receives U.S. delegation carrying message from Biden - Reuters,"Tunisian President Kais Saied on Friday received an official U.S. delegation headed by deputy national security adviser Jonathan Finer, who carried a written message from President Joe Biden, the Tunisian presidency posted on Facebook.",https://www.reuters.com/world/africa/tunisian-president-receives-us-delegation-carrying-message-biden-2021-08-13/,https://www.reuters.com/resizer/UrDTzhM2Jtx94wfNlyXHE2JylZY=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/KUAXNCUGRJLHZK23BYIQLKPBNU.jpg,2021-08-13T20:00:00Z,"Tunisian President Kais Saied takes the oath of office in Tunis, Tunisia, October 23, 2019. REUTERS/Zoubeir SouissiCAIRO, Aug 13 (Reuters) - Tunisian President Kais Saied on Friday received an offici… [+613 chars]",reuters,Reuters
2,Reuters,"Chevron delays office return in California, Texas due to Delta spread - Bloomberg News - Reuters","Oil major Chevron Corp <a href=""https://www.reuters.com/companies/CVX.N"" target=""_blank"">(CVX.N)</a> is postponing the full return of employees in California and Texas, joining a clutch of companies like Facebook Inc <a href=""https://www.reuters.com/companies…",https://www.reuters.com/business/chevron-delays-office-return-california-texas-due-delta-spread-bloomberg-news-2021-08-13/,https://www.reuters.com/resizer/dpY6VEIwopOaON6yLbHqytMZNE0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/4SLSS5YX7BNTTPVGUHHQ66JXIM.jpg,2021-08-13T22:03:00Z,"The logo of Chevron is shown on a monitor above the floor of the New York Stock Exchange in New York, December 30, 2015. REUTERS/Lucas Jackson/FilesAug 13 (Reuters) - Oil major Chevron Corp (CVX.N) i… [+887 chars]",reuters,Reuters
3,Chris Mfula,Zambia counts votes as internet restriction remain in force - Reuters,Zambia's election commission will on Friday start announcing results of a tight presidential vote between top contenders President Edgar Lungu and main rival Hakainde Hichilema that was marred by restrictions on the internet and violence in three regions.,https://www.reuters.com/world/africa/zambia-counts-votes-internet-restriction-remain-force-2021-08-13/,https://www.reuters.com/resizer/Rk8_rmeSYRdJc444L7cyuAxTxU0=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/LHBDZXLU7VP67AGWSCZORHJ5DY.jpg,2021-08-13T06:53:00Z,"LUSAKA, Aug 13 (Reuters) - Zambia's election commission will on Friday start announcing results of a tight presidential vote between top contenders President Edgar Lungu and main rival Hakainde Hichi… [+2029 chars]",reuters,Reuters
4,Reuters,U.S. military base in Washington on lockdown due to potential armed individual - Reuters,"A military base in Washington, D.C., said it was on lockdown on Friday because there was a potentially armed person it described as a Black man with a medium build carrying a Gucci bag on the base.",https://www.reuters.com/world/us/us-military-base-washington-lockdown-due-potential-armed-individual-2021-08-13/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=49,2021-08-13T17:18:00Z,"WASHINGTON, Aug 13 (Reuters) - A military base in Washington, D.C., said it was on lockdown on Friday because there was a potentially armed person it described as a Black man with a medium build carr… [+320 chars]",reuters,Reuters
5,Mike Scarcella,"Week Ahead in Antitrust: Aug. 16, 2021 - Reuters","Here are a few upcoming events of interest to the antitrust community. Unless otherwise noted, all times are local, and court appearances are virtual due to the COVID-19 pandemic.",https://www.reuters.com/legal/litigation/week-ahead-antitrust-aug-16-2021-2021-08-13/,https://www.reuters.com/resizer/VVkux1Z24j6vfk_2fnqwfTwmFsI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/RKB33LUMCFPMJKF32PCOCU7EHY.jpg,2021-08-13T18:11:00Z,"<ul><li>
</li><li>
</li><li>
Skadden, Arps, Slate, Meagher &amp; Flom LLP and Affiliates
</li><li>
</li><li>
Lewis Brisbois Bisgaard &amp; Smith LLP
</li></ul>
The company and law firm names … [+4686 chars]",reuters,Reuters
6,Reuters,Ukrainian Olympic gold medallist says he was racially abused in the street - Reuters,A Ukrainian wrestler who won his country's only gold medal at the Tokyo Olympics last week said he was racially abused in the street on Friday on his return from the games.,https://www.reuters.com/lifestyle/sports/ukrainian-olympic-gold-medallist-says-he-was-racially-abused-street-2021-08-13/,https://www.reuters.com/resizer/aFLUNhsKXGdssqXEI67-sGaV698=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/WRGL47ELY5OAFII7NEQ34VAOZY.jpg,2021-08-13T16:01:00Z,"Tokyo 2020 Olympics - Wrestling - Greco-Roman - Men's 87kg - Medal Ceremony - Makuhari Messe Hall A, Chiba, Japan - August 4, 2021. Gold medalist Zhan Beleniuk of Ukraine walks with silver medalist V… [+2312 chars]",reuters,Reuters
7,Reuters Staff,U.S. House members introduce bill targeting Apple and Google app stores - Reuters,A Republican and a Democratic member of the U.S. House of Representatives introduced a bill aimed at reining in powerful app stores run by companies like Apple Inc and Alphabet Inc's Google.,https://www.reuters.com/article/tech-antitrust-congress-idUSL1N2PK00A,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-13T09:00:00Z,"By Reuters Staff
WASHINGTON, Aug 13 (Reuters) - A Republican and a Democratic member of the U.S. House of Representatives introduced a bill aimed at reining in powerful app stores run by companies l… [+1365 chars]",reuters,Reuters
8,Reuters,IBM to allow only fully vaccinated to return to U.S. offices from Sept. 7 - Reuters,"International Business Machines Corp <a href=""https://www.reuters.com/companies/IBM.N"" target=""_blank"">(IBM.N)</a> said on Friday that it would allow only fully vaccinated U.S. employees to return to offices, which are set to open from Sept. 7, given the rapi…",https://www.reuters.com/world/us/ibm-allow-only-fully-vaccinated-return-us-offices-sept-7-2021-08-13/,https://www.reuters.com/resizer/n6RlH2qOYcWiKx7M6SLPEYsUdTA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/46GYAD5VQJJB3DOCQJUYRVNYWA.jpg,2021-08-13T22:35:00Z,"A man stands near an IBM logo at the Mobile World Congress in Barcelona, Spain, February 25, 2019. REUTERS/Sergio PerezAug 13 (Reuters) - International Business Machines Corp (IBM.N) said on Friday t… [+1285 chars]",reuters,Reuters
9,Reuters,U.S. discusses urgent need for Tunisia prime minister-designate -White House - Reuters,"The U.S. deputy national security adviser met Tunisia's president on Friday and discussed the urgent need to appoint a prime minister designate to form a capable government, the White House said.",https://www.reuters.com/world/africa/us-discusses-urgent-need-tunisia-prime-minister-designate-white-house-2021-08-13/,https://www.reuters.com/resizer/OB8DyC1CHkP1gvefDw48LHYH6FE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/BQTYHS6ZFBN57EEJFWTYHKHWZ4.jpg,2021-08-13T21:42:00Z,"Tunisian President Kais Saied addresses the nation in this screengrab taken from Tunisian President's office footage, Tunisia July 25, 2021. TUNISIAN PRESIDENT'S OFFICE/via REUTERS TVWASHINGTON, Aug … [+1880 chars]",reuters,Reuters
