,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
10,Reuters,U.S. House members introduce bill targeting Apple and Google app stores - Reuters,"A Republican and a Democratic member of the U.S. House of Representatives introduced a bill aimed at reining in powerful app stores run by companies like Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> and Alphabet In…",https://www.reuters.com/technology/us-house-members-introduce-bill-targeting-apple-google-app-stores-2021-08-13/,https://www.reuters.com/resizer/2dDpl5adWZaAwQ75_OsxsAfIA4o=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/ZVN5RVQQTNMYLLTF2S2VC45HMU.jpg,2021-08-13T09:25:00Z,"The Apple Inc logo is seen at the entrance to the Apple store in Brussels, Belgium July 2, 2021. REUTERS/Yves HermanWASHINGTON, Aug 13 (Reuters) - A Republican and a Democratic member of the U.S. Hou… [+1579 chars]",reuters,Reuters
11,Reuters Fact Check,Fact Check-Marine Corps General did not ‘rebuke’ Defense Secretary over COVID-19 vaccine mandate - Reuters,Posts circulating on social media that claim that Commandant of the U.S. Marine Corps General David Berger ‘rebuked’ U.S. Secretary of Defense Lloyd James Austin III are false. The source of the claim is a website that has shared multiple false stories in the…,https://www.reuters.com/article/factcheck-marine-corps-hoax-idUSL1N2PK26O,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-13T20:46:00Z,Posts circulating on social media that claim that Commandant of the U.S. Marine Corps General David Berger rebuked U.S. Secretary of Defense Lloyd James Austin III are false. The source of the claim … [+1792 chars],reuters,Reuters
12,Jiraporn Kuhakan,"Thai volunteers provide lifeline to elderly, sick cut off by pandemic - Reuters","Decked out in personal protective equipment, former pilot Chayaphon Satondee dashes to the Bangkok home of an elderly coronavirus patient in urgent need of hospital care.",https://www.reuters.com/world/asia-pacific/thai-volunteers-provide-lifeline-elderly-sick-cut-off-by-pandemic-2021-08-13/,https://www.reuters.com/resizer/b4swn7jDVe6wxQRQEj1x_HT6gkU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/Z2OYVGVMCFKJ7DBFWJLKCDFK4Y.jpg,2021-08-13T01:08:00Z,"BANGKOK, Aug 13 (Reuters) - Decked out in personal protective equipment, former pilot Chayaphon Satondee dashes to the Bangkok home of an elderly coronavirus patient in urgent need of hospital care.… [+2289 chars]",reuters,Reuters
13,Jiraporn Kuhakan,"Thai volunteers provide lifeline to elderly, sick cut off by pandemic - Reuters","Decked out in personal protective equipment, former pilot Chayaphon Satondee dashes to the Bangkok home of an elderly coronavirus patient in urgent need of hospital care.",https://www.reuters.com/article/health-coronavirus-thailand-volunteers-idUSL4N2PJ28X,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-13T01:00:00Z,"BANGKOK, Aug 13 (Reuters) - Decked out in personal protective equipment, former pilot Chayaphon Satondee dashes to the Bangkok home of an elderly coronavirus patient in urgent need of hospital care.… [+2218 chars]",reuters,Reuters
14,Mike Scarcella,"New disclosures show DOJ officials' law firm compensation, clients - Reuters","A former Jones Day partner in Washington, D.C., who returned earlier this year to the U.S. Justice Department to serve as senior counselor to Deputy Attorney General Lisa Monaco reported earning more than $2.8 million in partner compensation on a newly releas…",https://www.reuters.com/legal/legalindustry/new-disclosures-show-doj-officials-law-firm-compensation-clients-2021-08-13/,https://www.reuters.com/resizer/wqO_Ha9lgZSuxO1MjlRknv4m8OQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/64NJDARGZJPBPES3ALJFFZIGKM.jpg,2021-08-13T20:51:00Z,"A woman walks past the U.S. Department of Justice Building, in Washington, D.C. REUTERS/Al DragoThe company and law firm names shown above are generated automatically based on the text of the article… [+4064 chars]",reuters,Reuters
15,Reuters Staff,"Facebook, Amazon seek U.S. approval to operate undersea data cable","Facebook Inc and Amazon.com Inc have asked the U.S. government for approval to operate a new undersea data cable between the Philippines and California after China Mobile agreed to exit the plan, a government agency said Friday.",https://www.reuters.com/article/us-facebook-amazon-com-cable-idUSKBN2FE1P4,https://static.reuters.com/resources/r/?m=02&d=20210813&t=2&i=1571850424&r=LYNXMPEH7C0Y9&w=800,2021-08-13T16:51:37Z,"By Reuters Staff
WASHINGTON (Reuters) - Facebook Inc and Amazon.com Inc have asked the U.S. government for approval to operate a new undersea data cable between the Philippines and California after … [+529 chars]",reuters,Reuters
16,Reuters Staff,"Facebook rolls out end-to-end encryption for Messenger voice, video calls","Facebook Inc on Friday rolled out end-to-end encryption for voice and video calls on Messenger, adding another layer of privacy to its widely used communications platform.",https://www.reuters.com/article/us-facebook-encryption-idUSKBN2FE1OQ,https://static.reuters.com/resources/r/?m=02&d=20210813&t=2&i=1571850371&r=LYNXMPEH7C0Y2&w=800,2021-08-13T16:44:54Z,"By Reuters Staff
FILE PHOTO: A Facebook logo is displayed on a smartphone in this illustration taken January 6, 2020. REUTERS/Dado Ruvic/File Photo
(Reuters) - Facebook Inc on Friday rolled out end… [+815 chars]",reuters,Reuters
17,Reuters,"Facebook rolls out end-to-end encryption for Messenger voice, video calls","Facebook Inc <a href=""https://www.reuters.com/companies/FB.O"" target=""_blank"">(FB.O)</a> on Friday rolled out end-to-end encryption for voice and video calls on Messenger, adding another layer of privacy to its widely used communications platform.",https://www.reuters.com/technology/facebook-rolls-out-end-to-end-encryption-messenger-voice-video-calls-2021-08-13/,https://www.reuters.com/resizer/UGmf4xKXsw27_YKetZ54qfIX1yM=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5KY6BJKJQNL7PDQH7QQOPQ4YDU.jpg,2021-08-13T16:48:29Z,"A Facebook logo is displayed on a smartphone in this illustration taken January 6, 2020. REUTERS/Dado Ruvic/File PhotoAug 13 (Reuters) - Facebook Inc (FB.O) on Friday rolled out end-to-end encryption… [+928 chars]",reuters,Reuters
18,Reuters Staff,Tunisian president receives U.S. delegation carrying message from Biden,"Tunisian President Kais Saied on Friday received an official U.S. delegation headed by deputy national security adviser Jonathan Finer, who carried a written message from President Joe Biden, the Tunisian presidency posted on Facebook.",https://www.reuters.com/article/us-tunisia-politics-usa-idUSKBN2FE1X1,https://static.reuters.com/resources/r/?m=02&d=20210813&t=2&i=1571863313&r=LYNXMPEH7C12N&w=800,2021-08-13T20:00:15Z,"By Reuters Staff
FILE PHOTO: Tunisian President Kais Saied takes the oath of office in Tunis, Tunisia, October 23, 2019. REUTERS/Zoubeir Souissi
CAIRO (Reuters) - Tunisian President Kais Saied on F… [+528 chars]",reuters,Reuters
19,Reuters Staff,"Chevron delays office return in California, Texas due to Delta spread - Bloomberg News","Oil major Chevron Corp is postponing the full return of employees to its headquarters in San Ramon, California, and its largest office in Houston due to the rapid spread of the Delta variant of the coronavirus, Bloomberg News reported on Friday.",https://www.reuters.com/article/health-coronavirus-chevron-idUSL4N2PK3YQ,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-13T21:54:22Z,"By Reuters Staff
Aug 13 (Reuters) - Oil major Chevron Corp is postponing the full return of employees to its headquarters in San Ramon, California, and its largest office in Houston due to the rapid… [+626 chars]",reuters,Reuters
0,Reuters Staff,U.S. discusses urgent need for Tunisia prime minister-designate -White House,"The U.S. deputy national security adviser met Tunisia's president on Friday and discussed the urgent need to appoint a prime minister designate to form a capable government, the White House said.",https://www.reuters.com/article/us-tunisia-politics-usa-finer-idUSKBN2FE21Q,https://static.reuters.com/resources/r/?m=02&d=20210813&t=2&i=1571869824&r=LYNXMPEH7C14U&w=800,2021-08-13T21:42:30Z,"By Reuters Staff
FILE PHOTO: Tunisian President Kais Saied addresses the nation in this screengrab taken from Tunisian President's office footage, Tunisia July 25, 2021. TUNISIAN PRESIDENT'S OFFICE/… [+1717 chars]",reuters,Reuters
1,Reuters Fact Check,Fact Check-2020 CDC document about COVID-19 measures for those in humanitarian settings misinterpreted online,An official COVID-19 shielding discussion has been misrepresented by social media users who claim it reveals the United States plans to put high-risk people from the general population into camps. The document in from 2020 and actually outlines a strategy for…,https://www.reuters.com/article/factcheck-cdc-document-idUSL1N2PK1OU,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-13T18:53:34Z,"Adding CDC comment
An official COVID-19 shielding discussion has been misrepresented by social media users who claim it reveals the United States plans to put high-risk people from the general popul… [+3750 chars]",reuters,Reuters
