,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,Reuters,Afghan president Ghani says he left country in order to avoid bloodshed - Reuters,"Afghan President Ashraf Ghani said on Sunday he left the country in order to avoid bloodshed, as the Taliban entered the presidential palace in Kabul.",https://www.reuters.com/world/asia-pacific/afghan-president-ghani-says-he-left-country-order-avoid-bloodshed-2021-08-15/,https://www.reuters.com/resizer/xuLKIimNX_ViUNWEFIMb6zMcG3U=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/ZKFCZV4X7FJAJESKG6ZLYAIAJI.jpg,2021-08-15T18:45:00Z,"Afghanistan's President Ashraf Ghani speaks during a news conference in Kabul, Afghanistan December 7, 2015. Ghani confirmed on Monday that he would travel to Pakistan for a regional conference on Af… [+659 chars]",reuters,Reuters
1,Reuters,"Albania ready to temporarily house Afghan refugees, PM Rama says - Reuters","Albania has accepted a U.S. request to temporarily take in Afghan refugees seeking visas to enter the United States, Prime Minister Edi Rama said on Sunday, as Taliban forces entered the Afghan capital Kabul.",https://www.reuters.com/world/albania-ready-temporarily-house-afghan-refugees-pm-rama-says-2021-08-15/,https://www.reuters.com/resizer/_dtKtlz6dl_IKp_n9NWwIphFyII=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QI5GXOUI6ZNA3OMH6I6YET6ZUI.jpg,2021-08-15T10:12:00Z,"Albanian Prime Minister and leader of the Socialist Party Edi Rama speaks at a rally celebrating the party's election victory, at Skanderbeg Square in Tirana, Albania April 27, 2021. REUTERS/Florion … [+1401 chars]",reuters,Reuters
2,Michael Goff,Taliban return to power as president and diplomats flee Kabul,"Published by Reuters KABUL (Reuters) -Taliban insurgents were returning to power in Kabul on Monday after a military advance across Afghanistan as U.S-led forces departed, and Western nations stepped up efforts to evacuate their citizens from the capital. Pre…","https://rmb.reuters.com/rmd/rss/item/tag:reuters.com,2021:newsml_KBN2FG01S:34?channel=FES376",https://www.towleroad.com/wp-content/uploads/2021/08/461743-origin_1.jpg,2021-08-15T23:47:55Z,"KABUL (Reuters) -Taliban insurgents were returning to power in Kabul on Monday after a military advance across Afghanistan as U.S-led forces departed, and Western nations stepped up efforts to evacua… [+5078 chars]",reuters,Reuters
