,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,Elizabeth Culliford,Facebook removes Russian network that targeted influencers to peddle anti-vax messages - Reuters,"Facebook <a href=""https://www.reuters.com/companies/FB.O"" target=""_blank"">(FB.O)</a> said on Tuesday it had removed a network of accounts from Russia that it linked to a marketing firm which aimed to enlist influencers to push anti-vaccine content about the C…",https://www.reuters.com/technology/facebook-removes-russian-network-that-targeted-influencers-peddle-anti-vax-2021-08-10/,https://www.reuters.com/resizer/W-BUG2VKcbe_Gv7lYiSGys7yhb4=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/R6I6SHN4TFIOHK7Y435ECVY5DQ.jpg,2021-08-10T18:04:00Z,"Figurines are seen in front of the Facebook logo in this illustration taken March 20, 2018. REUTERS/Dado RuvicAug 10 (Reuters) - Facebook (FB.O) said on Tuesday it had removed a network of accounts f… [+3925 chars]",reuters,Reuters
1,Diana Jones,Keller Lenkner expands its plaintiffs' firm strategy into D.C. - Reuters,"Plaintiffs’ firm Keller Lenkner is launching a Washington, D.C., office, formally hanging out its shingle in a third city since it was founded in Chicago in 2018.",https://www.reuters.com/legal/litigation/keller-lenkner-expands-its-plaintiffs-firm-strategy-into-dc-2021-08-10/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=48,2021-08-10T22:32:00Z,"The company and law firm names shown above are generated automatically based on the text of the article. We are improving this feature as we continue to test and develop in beta. We welcome feedback,… [+3799 chars]",reuters,Reuters
2,Elizabeth Culliford,Google restricts ad targeting of under-18s - Reuters,"Alphabet Inc's <a href=""https://www.reuters.com/companies/GOOGL.O"" target=""_blank"">(GOOGL.O)</a> Google is blocking ad targeting based on the age, gender or interests of people under 18, the company said on Tuesday.",https://www.reuters.com/technology/google-restricts-ad-targeting-under-18s-2021-08-10/,https://www.reuters.com/resizer/nvVD6INyvJiJXDXp9d_NVHQo2WI=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5JIM4KG2AVK45B3JB6ZYPYJV4Y.jpg,2021-08-10T13:06:00Z,"Aug 10 (Reuters) - Alphabet Inc's (GOOGL.O) Google is blocking ad targeting based on the age, gender or interests of people under 18, the company said on Tuesday.
It also said it would turn off its … [+1999 chars]",reuters,Reuters
3,Reuters,Eriksen sends message of support to girl ahead of heart operation - Reuters,Denmark midfielder Christian Eriksen has recorded a touching video to reassure a nine-year-old girl who is due to undergo the same operation he had after collapsing while playing at Euro 2020.,https://www.reuters.com/lifestyle/sports/eriksen-sends-message-support-girl-ahead-heart-operation-2021-08-10/,https://www.reuters.com/resizer/pcOY3pA4p_EN8h1qGFbEsEHD0pc=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5F3MDDB76ZJY3HANWSYGJJHFOU.jpg,2021-08-10T15:19:00Z,"Soccer Football - Euro 2020 - Group B - Denmark v Finland - Parken Stadium, Copenhagen, Denmark - June 12, 2021 Denmark's Christian Eriksen during the match Pool via REUTERS/Hannah Mckay/File PhotoAu… [+1993 chars]",reuters,Reuters
4,Reuters,Former New Zealand Olympic cyclist Podmore dies - NZOC - Reuters,"Former New Zealand Olympic cyclist, Olivia Podmore, has died at the age of 24, the New Zealand Olympics Committee (NZOC) confirmed.",https://www.reuters.com/lifestyle/sports/former-new-zealand-olympic-cyclist-podmore-dies-nzoc-2021-08-10/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=48,2021-08-10T00:19:00Z,"WELLINGTON, Aug 10 (Reuters) - Former New Zealand Olympic cyclist, Olivia Podmore, has died at the age of 24, the New Zealand Olympics Committee (NZOC) confirmed.
Podmore represented her country at … [+954 chars]",reuters,Reuters
5,Reuters,Suspected saline switch sparks vaccine stir in Germany - Reuters,Authorities in northern Germany appealed to thousands of people on Tuesday to get another shot of COVID-19 vaccine after a police investigation found that a Red Cross nurse may have injected them with a saline solution.,https://www.reuters.com/world/europe/suspected-saline-switch-sparks-vaccine-stir-germany-2021-08-10/,https://www.reuters.com/resizer/h9u96058hCajAp91Xv2BGftCn0A=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/NZ6JPQESQ5JMVOJVJZ6SFTENA4.jpg,2021-08-10T16:29:00Z,"People arrive to receive a vaccine against COVID-19 at a centre at in Dresden, Germany, July 29, 2021. REUTERS/Matthias Rietschel/File PhotoBERLIN, Aug 10 (Reuters) - Authorities in northern Germany … [+1511 chars]",reuters,Reuters
6,Uday Sampath Kumar,Poshmark says Apple ad tracking changes hit marketing - Reuters,"Second-hand retailer Poshmark Inc <a href=""https://www.reuters.com/companies/POSH.O"" target=""_blank"">(POSH.O)</a> on Tuesday forecast third-quarter revenue largely below estimates and said its marketing efforts were taking a hit from Apple Inc's <a href=""http…",https://www.reuters.com/technology/poshmark-says-apple-ad-tracking-changes-hit-marketing-2021-08-10/,https://www.reuters.com/resizer/PfCpVyfkssJ5B48VUEeQxPeOq9g=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/NHZFF2GJGVJ7JGO3SJN4OHO7TU.jpg,2021-08-10T20:23:00Z,"A screen displays the company logo for Poshmark Inc. during the company's IPO at the Nasdaq Market Site in Times Square in New York City, U.S., January 14, 2021. REUTERS/Brendan McDermidAug 10 (Reute… [+1622 chars]",reuters,Reuters
7,Reuters Fact Check,Fact Check-Website for ‘reporting’ unvaccinated people was created as satire - Reuters,"The website AURSONLINE.COM carries a disclaimer pointing out that it is a “satirical critique”, but some users online have been tricked into believing that the site, which invites people to report the unvaccinated in return for money, is authentic.",https://www.reuters.com/article/factcheck-satire-aurs-idUSL1N2PH286,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-10T20:08:00Z,"The website AURSONLINE.COM carries a disclaimer pointing out that it is a satirical critique, but some users online have been tricked into believing that the site, which invites people to report the … [+1882 chars]",reuters,Reuters
8,Reuters Staff,Suspected saline switch sparks vaccine stir in Germany - Reuters,Authorities in northern Germany appealed to thousands of people on Tuesday to get another shot of COVID-19 vaccine after a police investigation found that a Red Cross nurse may have injected them with a saline solution.,https://www.reuters.com/article/us-health-coronavirus-germany-vaccine-idUSKBN2FB1M6,https://static.reuters.com/resources/r/?m=02&d=20210810&t=2&i=1571531337&r=LYNXMPEH790R9&w=800,2021-08-10T16:28:00Z,"By Reuters Staff
FILE PHOTO: People arrive to receive a vaccine against COVID-19 at a centre at in Dresden, Germany, July 29, 2021. REUTERS/Matthias Rietschel/File Photo
BERLIN (Reuters) - Authorit… [+1420 chars]",reuters,Reuters
9,Tsvetelia Tsolova,New Bulgaria polls loom after ITN party gives up on forming government - Reuters,"Bulgaria's largest political grouping gave up efforts to lead a minority government on Tuesday following a razor-thin victory in last month's parliamentary election, increasing the prospect of new polls later this year.",https://www.reuters.com/world/europe/new-bulgaria-polls-loom-after-itn-party-gives-up-forming-government-2021-08-10/,https://www.reuters.com/resizer/U3nWXNnJDoX6noST7AkpUTifgLU=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/2QJXIPMYZZKOXL2T2XQWCB3WOI.jpg,2021-08-10T13:13:00Z,"A general view shows the first plenary session of the new parliament in Sofia, Bulgaria, April 15, 2021. REUTERS/Stoyan Nenov/File PhotoSOFIA, Aug 10 (Reuters) - Bulgaria's largest political grouping… [+2209 chars]",reuters,Reuters
