,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,Reuters,U.S. House committee seeks social media records related to Capitol attack - Reuters,"The congressional committee probing the deadly Jan. 6 attack on the U.S. Capitol on Friday asked major social media companies including Facebook Inc <a href=""https://www.reuters.com/companies/FB.O"" target=""_blank"">(FB.O)</a>, Twitter Inc <a href=""https://www.…",https://www.reuters.com/world/us/us-house-committee-seeks-social-media-records-related-capitol-attack-2021-08-27/,https://www.reuters.com/resizer/Ggc8hrAWOonvAtRt09I7H-99_hU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/YJ7CKR4FPRLFHMG6BQX5356QOY.jpg,2021-08-27T17:35:00Z,"Supporters of U.S. President Donald Trump gather in front of the U.S. Capitol Building in Washington, U.S., January 6, 2021. REUTERS/Leah Millis/File PhotoWASHINGTON, Aug 27 (Reuters) - The congressi… [+1194 chars]",reuters,Reuters
1,Sara Merken,"Week Ahead in Data Privacy: Aug. 30, 2021 - Reuters","Here are some upcoming events of interest to the data privacy community. Unless otherwise noted, all times are local, and court appearances are virtual due to the COVID-19 pandemic.",https://www.reuters.com/business/legal/week-ahead-data-privacy-aug-30-2021-2021-08-27/,https://www.reuters.com/resizer/JtyXtYJlPDsaPjGwg_GRsT54eFk=/764x400/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/YM7VMUWZI5P6XERLIWZNJBJT4Q.jpg,2021-08-27T18:22:00Z,"(Reuters) - Here are some upcoming events of interest to the data privacy community. Unless otherwise noted, all times are local, and court appearances are virtual due to the COVID-19 pandemic.
Tues… [+1223 chars]",reuters,Reuters
2,Reuters,YouTube suspends payments to Brazilian accounts over election disinformation - Reuters,"YouTube said on Thursday it had suspended payments to content producers from 14 channels accused of spreading fake news about next year's election by the country's federal electoral court, the TSE.",https://www.reuters.com/world/americas/youtube-suspends-payments-brazilian-accounts-over-election-disinformation-2021-08-27/,https://www.reuters.com/resizer/dkg2ORDYyWyoPJ6kB-c7RvGskX4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/AQTHVXA3BRLR3CIBBJJBB6WJIU.jpg,2021-08-27T01:02:00Z,"YouTube app is seen on a smartphone in this illustration taken, July 13, 2021. REUTERS/Dado Ruvic/IllustrationRIO DE JANEIRO, Aug 26 (Reuters) - YouTube said on Thursday it had suspended payments to … [+1504 chars]",reuters,Reuters
3,Mike Scarcella,"Week Ahead in Antitrust: Aug. 30, 2021 - Reuters","Here are some upcoming events of interest to the antitrust community. Unless otherwise noted, all times are local, and court appearances are virtual due to the COVID-19 pandemic.",https://www.reuters.com/legal/litigation/week-ahead-antitrust-aug-30-2021-2021-08-27/,https://www.reuters.com/resizer/Thd0afGt5hrBcuPP5ZorQUdNKoM=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/SHLQMNBDCBMQLJVNIPRKEVQI3Y.jpg,2021-08-27T18:35:00Z,"<ul><li>
</li><li>
</li><li>
Quinn Emanuel Urquhart &amp; Sullivan, LLP
</li><li>
Wilmer Cutler Pickering Hale and Dorr LLP
</li><li>
</li></ul>
The company and law firm names shown above are… [+4900 chars]",reuters,Reuters
4,Reuters,Aussie M&A watchdog snarls at Big Tech - Reuters,"Acquisitive technology titans may be facing tougher terrain in Australia. As part of a sweeping proposal unveiled on Friday to rewrite the country’s merger review process, the competition authority’s chairman, Rod Sims, specifically called out the dominance o…",https://www.reuters.com/breakingviews/aussie-ma-watchdog-snarls-big-tech-2021-08-27/,https://www.reuters.com/resizer/XzWZo8quUdBH2vS4gQ1vFjB8VXY=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/7FCRCLJDONKMZD45BZOPLRHLMU.jpg,2021-08-27T05:03:00Z,"The Facebook app is seen on a phone screen August 3, 2017.MELBOURNE, Aug 27 (Reuters Breakingviews) - Acquisitive technology titans may be facing tougher terrain in Australia. As part of a sweeping p… [+1967 chars]",reuters,Reuters
5,Reuters,U.S. Marine killed in Afghanistan blast was newlywed from Wyoming - Reuters,"Rylee McCollum, one of 13 U.S. service members killed in the airport suicide bombing in Afghanistan's capital Kabul, was a Wyoming native who graduated from a local high school two years ago before joining the U.S. Marine Corps, state officials said on Friday.",https://www.reuters.com/world/us/us-marine-killed-afghanistan-blast-was-newlywed-wyoming-2021-08-27/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=50,2021-08-27T18:12:00Z,"Aug 27 (Reuters) - Rylee McCollum, one of 13 U.S. service members killed in the airport suicide bombing in Afghanistan's capital Kabul, was a Wyoming native who graduated from a local high school two… [+1573 chars]",reuters,Reuters
6,Reuters,Futures edge higher as investors look to Powell's speech - Reuters,U.S. stock index futures inched higher on Friday ahead of Federal Reserve Chair Jerome Powell's speech that could offer clues on when the central bank will start winding down its stimulus.,https://www.reuters.com/business/futures-edge-higher-investors-look-powells-speech-2021-08-27/,https://www.reuters.com/resizer/9e0qopgEGNPZzKQjiT53ir5_zOo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/XNK7SPOX3VPVXLLLENIDJHPQ2I.jpg,2021-08-27T11:12:00Z,"People are seen on Wall Street outside the New York Stock Exchange (NYSE) in New York City, U.S., March 19, 2021. REUTERS/Brendan McDermid/File PhotoAug 27 (Reuters) - U.S. stock index futures inched… [+2751 chars]",reuters,Reuters
